2,0,10,27555234252.867950,0.010000
2,0,10,16488920806.895212,0.010000
2,0,10,94474964.363060,0.010000
2,0,10,28126307011705.960938,0.010000
2,0,10,423658.138594,0.010000
2,0,10,4176333304419124736.000000,0.010000
2,0,10,37699925423.241188,0.010000
2,0,10,1046914.276488,0.010000
2,0,10,88289716.993444,0.010000
2,0,10,23022136.526480,0.010000
2,0,10,6164149.892017,0.010000
2,0,10,1927181229.176399,0.010000
2,0,10,26884766053.772633,0.010000
2,0,10,919438143589.054688,0.010000
2,0,10,27680669.672778,0.010000
2,0,10,8934489.996574,0.010000
2,0,10,3234406.052292,0.010000
2,0,10,173250.982040,0.010000
2,0,10,921734938.869770,0.010000
2,0,10,46744952286.400803,0.010000
2,0,10,279579414464.022583,0.010000
2,0,10,97685807.838734,0.010000
2,0,10,290298652185.526917,0.010000
2,0,10,40430913177.928978,0.010000
2,0,10,16686484216872.732422,0.010000
2,0,10,46710651457487.906250,0.010000
2,0,10,8613662079.153925,0.010000
2,0,10,22739241.702066,0.010000
2,0,10,1897919095.566851,0.010000
2,0,10,11387047197193.843750,0.010000
2,0,10,358255684238.436646,0.010000
2,0,10,274434973522.234863,0.010000
2,0,10,121801966.323848,0.010000
2,0,10,592916.445946,0.010000
2,0,10,137302326167976802254848.000000,0.010000
2,0,10,575895322112.210815,0.010000
2,0,10,371327056.889457,0.010000
2,0,10,1363261959673836032.000000,0.010000
2,0,10,77794396150843328.000000,0.010000
2,0,10,2406473.940414,0.010000
2,0,10,4608024545.945028,0.010000
2,0,10,3705011714.566489,0.010000
2,0,10,4284810147882552.500000,0.010000
2,0,10,22677879.426979,0.010000
2,0,10,2016990086.170382,0.010000
2,0,10,53370818.823601,0.010000
2,0,10,24201826.958476,0.010000
2,0,10,4008912983157984.000000,0.010000
2,0,10,2774755759258.112305,0.010000
2,0,10,27549395.539168,0.010000
2,0,10,255839774755.843811,0.010000
2,0,10,1047865510881003.500000,0.010000
2,0,10,152275840034262.312500,0.010000
2,0,10,18570695.529508,0.010000
2,0,10,9846073532524.398438,0.010000
2,0,10,238024466370.725769,0.010000
2,0,10,146769884267.016754,0.010000
2,0,10,2612599.783993,0.010000
2,0,10,1679340258613766.000000,0.010000
2,0,10,205661078.264818,0.010000
2,0,10,98910035.456582,0.010000
2,0,10,130686.753988,0.010000
2,0,10,80185284333527269376.000000,0.010000
2,0,10,1191451112429.466553,0.010000
2,0,10,4613620221329.097656,0.010000
2,0,10,11614047287303456768.000000,0.010000
2,0,10,1402344142881.170410,0.010000
2,0,10,165134690889.815369,0.010000
2,0,10,17715953929.629799,0.010000
2,0,10,229528404.941669,0.010000
2,0,10,3338033.098949,0.010000
2,0,10,4461511861.572733,0.010000
2,0,10,15860660614825.130859,0.010000
2,0,10,489850632558.913025,0.010000
2,0,10,682845.451930,0.010000
2,0,10,271560669725686400.000000,0.010000
2,0,10,143390530815.609741,0.010000
2,0,10,1086687406.841325,0.010000
2,0,10,9541341826630.419922,0.010000
2,0,10,77068996428618411374941625647104.000000,0.010000
2,0,10,43152232549668036608.000000,0.010000
2,0,10,44470669780.448601,0.010000
2,0,10,1811607.358675,0.010000
2,0,10,30770383.380927,0.010000
2,0,10,667044043711.201660,0.010000
2,0,10,49922074163481837568.000000,0.010000
2,0,10,20672641.731183,0.010000
2,0,10,6197430165.711126,0.010000
2,0,10,799535457.121437,0.010000
2,0,10,831577707661.870850,0.010000
2,0,10,1228401672834842880.000000,0.010000
2,0,10,38223987348.088737,0.010000
2,0,10,239937964170.125244,0.010000
2,0,10,76506140310.644669,0.010000
2,0,10,2962090404424098.000000,0.010000
2,0,10,576957298314.963379,0.010000
2,0,10,425736598.720663,0.010000
2,0,10,314934462256.853394,0.010000
2,0,10,3198348973.958873,0.010000
2,0,10,6789807942.768726,0.010000
2,0,50,63141568117326969545676658212486295073397438412750848.000000,0.010000
2,0,50,4988063711719183907350253119647625061693958630428358213632.000000,0.010000
2,0,50,228975484209860028888698316283445248.000000,0.010000
2,0,50,9429568837076895930820273564918013005149212656446179801846282926948352.000000,0.010000
2,0,50,15847855970406308511744.000000,0.010000
2,0,50,10687547185099525656496519358168541308591058582297533868752770111260258314178327014141741274462228054016.000000,0.010000
2,0,50,1166640949900275581651858028379680726605837627293696.000000,0.010000
2,0,50,844905521955416454603745525760.000000,0.010000
2,0,50,2076658161238075019780290062471286756030283776.000000,0.010000
2,0,50,46731680195149869204132595392053248.000000,0.010000
2,0,50,121285913205799754787053815988224.000000,0.010000
2,0,50,5245772749496316202733068420006900424119418880.000000,0.010000
2,0,50,405864097749547848368236919323636415754231873536.000000,0.010000
