2,1,5,0.008781,0.010000
2,1,5,0.008923,0.010000
2,1,5,0.009742,0.010000
2,1,5,0.009567,0.010000
2,1,5,0.008830,0.010000
2,1,5,0.009845,0.010000
2,1,6,0.001630,0.010000
2,1,6,0.001670,0.010000
2,1,6,0.001802,0.010000
2,1,6,0.001623,0.010000
2,1,6,0.001549,0.010000
2,1,6,0.001711,0.010000
2,1,5,0.009767,0.010000
2,1,5,0.009735,0.010000
2,1,5,0.009419,0.010000
2,1,6,0.001498,0.010000
2,1,6,0.001414,0.010000
2,1,6,0.001656,0.010000
2,1,6,0.001551,0.010000
2,1,6,0.001585,0.010000
2,1,6,0.001786,0.010000
2,1,6,0.001438,0.010000
2,1,6,0.001799,0.010000
2,1,5,0.009620,0.010000
2,1,6,0.001579,0.010000
2,1,6,0.001421,0.010000
2,1,6,0.001585,0.010000
2,1,5,0.009422,0.010000
2,1,6,0.001613,0.010000
2,1,6,0.001737,0.010000
2,1,6,0.001707,0.010000
2,1,6,0.001607,0.010000
2,1,5,0.009983,0.010000
2,1,5,0.009807,0.010000
2,1,6,0.001385,0.010000
2,1,6,0.001765,0.010000
2,1,6,0.001595,0.010000
2,1,6,0.001575,0.010000
2,1,6,0.001657,0.010000
2,1,6,0.001558,0.010000
2,1,5,0.009817,0.010000
2,1,6,0.001330,0.010000
2,1,6,0.001687,0.010000
2,1,6,0.001525,0.010000
2,1,5,0.009905,0.010000
2,1,6,0.001264,0.010000
2,1,6,0.001600,0.010000
2,1,6,0.001443,0.010000
2,1,6,0.001746,0.010000
2,1,6,0.001655,0.010000
2,1,6,0.001511,0.010000
2,1,5,0.009203,0.010000
2,1,6,0.001688,0.010000
2,1,6,0.001385,0.010000
2,1,5,0.009452,0.010000
2,1,5,0.009509,0.010000
2,1,6,0.001480,0.010000
2,1,6,0.001535,0.010000
2,1,5,0.009611,0.010000
2,1,6,0.001801,0.010000
2,1,6,0.001331,0.010000
2,1,5,0.008729,0.010000
2,1,6,0.001688,0.010000
2,1,5,0.009377,0.010000
2,1,6,0.001514,0.010000
2,1,6,0.001588,0.010000
2,1,5,0.009809,0.010000
2,1,5,0.009530,0.010000
2,1,6,0.001850,0.010000
2,1,5,0.009135,0.010000
2,1,6,0.001657,0.010000
2,1,6,0.001632,0.010000
2,1,6,0.001923,0.010000
2,1,5,0.008723,0.010000
2,1,6,0.001751,0.010000
2,1,5,0.009744,0.010000
2,1,6,0.001438,0.010000
2,1,6,0.001574,0.010000
2,1,5,0.009940,0.010000
2,1,6,0.001578,0.010000
2,1,6,0.001528,0.010000
2,1,5,0.009932,0.010000
2,1,6,0.001410,0.010000
2,1,5,0.009712,0.010000
2,1,6,0.001757,0.010000
2,1,6,0.001769,0.010000
2,1,5,0.009653,0.010000
2,1,6,0.001575,0.010000
2,1,5,0.009852,0.010000
2,1,6,0.001460,0.010000
2,1,6,0.001610,0.010000
2,1,6,0.001561,0.010000
2,1,5,0.009714,0.010000
2,1,6,0.001909,0.010000
2,1,6,0.001415,0.010000
2,1,5,0.009928,0.010000
